
German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;German Government Debt Benchmark - Zero Coupon;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;French Government Benchmark Zero;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;UK Government Debt Benchmark - Zero Coupon;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Italian Government Benchmark Zero;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;Japanese Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;US Government Debt Benchmark - Zero Coupon;
1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;300/12;360/12;1/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;480/12;600/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;3/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;1/12;7/12;14/12;1/12;3/12;6/12;12/12;24/12;36/12;48/12;60/12;84/12;108/12;120/12;180/12;240/12;360/12;
20130703;0.01306976;0.01460432;0.12607605;0.17104020;0.29039160;0.47478906;0.66961253;1.06913826;1.55342128;1.74232320;2.22497295;2.48732227;2.54454419;0.04758006;0.06279736;0.08093653;0.17901387;0.34955181;0.63356763;0.95581639;1.19711773;1.68735087;2.21694684;2.38334457;3.05949224;3.35516416;3.46046762;3.54269575;0.33200000;0.36900000;0.35300000;0.43820922;0.66073612;1.10462227;1.44910259;1.84082869;2.43632482;2.62228768;3.08919097;3.43965353;3.98979880;3.86621900;3.75472539;0.46212955;0.63266429;0.80236620;1.22299332;2.14826783;2.59417985;3.32225017;3.49486412;3.97213301;4.58028088;4.75729452;5.00117715;5.32290013;5.36305084;0.10200000;0.10900000;0.13902688;0.17107908;0.25843432;0.31881747;0.65177298;0.84878828;0.89396475;1.36674850;1.88212747;2.03808501;0.09634239;0.12170226;0.12170084;0.03098982;0.04176973;0.07622575;0.14215667;0.36658812;0.68268284;1.15167955;1.43457133;2.01004992;2.43677924;2.59122960;3.16568162;3.45351817;3.74176251;
20130704;0.02411439;0.04080627;0.09319114;0.11901607;0.23328728;0.41147661;0.61118215;1.02793312;1.53345713;1.71330456;2.21909574;2.49388913;2.56221307;0.04397519;0.04640297;0.06360442;0.13589758;0.28073968;0.53333538;0.84138437;1.10947484;1.63976863;2.18530652;2.35790015;3.01076015;3.33430925;3.43476474;3.51659131;0.33500000;0.37000000;0.32600000;0.39916365;0.62059587;1.06012144;1.39705275;1.81093129;2.40138695;2.58479935;3.08876034;3.44268791;3.96829961;3.88757171;3.75617708;0.34799817;0.48573025;0.62621364;1.07103866;1.90373649;2.36836988;3.14087024;3.31318138;3.83118069;4.42904059;4.60784345;4.99978526;5.28154027;5.30283693;0.10500000;0.10900000;0.13902654;0.17709264;0.26445654;0.32888210;0.64754655;0.84349084;0.88127463;1.33927899;1.84859777;1.96106129;0.09634239;0.12170226;0.12170084;0.03098982;0.04176973;0.07622575;0.14215667;0.36658812;0.68268284;1.15167955;1.43457133;2.01004992;2.43677924;2.59122960;3.16568162;3.45351817;3.74176251;
20130705;0.00986345;0.04094342;0.08181647;0.10901581;0.23230857;0.43272793;0.64886099;1.07961606;1.60793139;1.78371096;2.31089480;2.58498694;2.64167796;0.03999989;0.03951976;0.06214389;0.11739369;0.26771449;0.53045220;0.83632468;1.11290910;1.66265747;2.22588740;2.38847968;3.06822507;3.39585065;3.50147181;3.58143413;0.29000000;0.35800000;0.35200000;0.41414421;0.65781599;1.11299650;1.46380842;1.91355360;2.53330370;2.72795805;3.18894237;3.50781739;4.03019541;3.92837363;3.80987082;0.34177902;0.46691240;0.62824662;1.07364894;1.88851464;2.35883489;3.13192846;3.32987156;3.87266805;4.48315428;4.66070415;5.03052738;5.30611467;5.33425820;0.10300000;0.10900000;0.13902654;0.17709264;0.25942796;0.32082118;0.64043440;0.84157396;0.87723729;1.33627176;1.85789886;1.98185057;0.11257282;0.12170226;0.12170084;0.04086299;0.04875521;0.08261401;0.15341218;0.40564346;0.79280085;1.31793686;1.63571585;2.26331588;2.68016549;2.83162748;3.40224545;3.68815615;3.97446873;
20130708;0.03057954;0.04209835;0.08635738;0.09000180;0.21326546;0.40756482;0.62665460;1.05615274;1.57861704;1.76547871;2.29825336;2.57598143;2.63083925;0.03749313;0.04256888;0.06650312;0.11591912;0.25488119;0.49870926;0.79919838;1.06761710;1.62214266;2.18554844;2.35842127;3.04485125;3.36634618;3.46802886;3.54621937;0.31800000;0.36800000;0.34000000;0.39712713;0.63470026;1.08971864;1.44562313;1.91026772;2.52771184;2.72587702;3.19295411;3.53319334;4.05390369;3.94571927;3.77890695;0.37105473;0.50642247;0.67329692;1.04030664;1.84161636;2.34385992;3.09172436;3.27637459;3.82648092;4.43101468;4.61115657;5.02498874;5.33167728;5.37451831;0.10500000;0.10900000;0.13902619;0.17809472;0.26948354;0.33391380;0.67833089;0.87023936;0.90377742;1.36448406;1.88343425;2.00736708;0.06895626;0.12170226;0.12170084;0.03114264;0.04412848;0.07841692;0.13885950;0.37373735;0.71983352;1.22438067;1.53141562;2.15452279;2.57609858;2.72976030;3.31018146;3.60101490;3.89226438;
20130709;0.02071426;0.04407008;0.09408231;0.07599278;0.18819906;0.36122159;0.57500046;0.99874130;1.52129747;1.72015767;2.24724596;2.53352534;2.59546643;0.03917496;0.03758490;0.06404911;0.11585430;0.24742144;0.48772579;0.78394153;1.04476777;1.59601066;2.16198314;2.34023677;3.02669262;3.34992547;3.44994271;3.52694418;0.32600000;0.36000000;0.34300000;0.36304077;0.57329404;1.02373754;1.37402734;1.84345204;2.48127819;2.66967322;3.14974362;3.50603766;4.03306398;3.89729952;3.73150981;0.36078259;0.50671416;0.72158545;1.09490438;1.89400177;2.40596548;3.15525108;3.34106612;3.87291538;4.47567298;4.65197590;5.07157387;5.38745929;5.43007998;0.10600000;0.11100000;0.13401914;0.17007997;0.25642855;0.32185555;0.65896184;0.84973222;0.88328098;1.34243968;1.86304793;1.99505308;0.04055965;0.12170226;0.12170084;0.02827381;0.04293700;0.07563106;0.14059235;0.38262340;0.72122949;1.21796475;1.52076995;2.13527611;2.56964029;2.72772710;3.31760596;3.61318872;3.90920120;
20130710;0.02170076;0.04312497;0.11542881;0.10399376;0.21422733;0.39033889;0.60320865;1.01260573;1.51788012;1.71780455;2.24975100;2.54139064;2.59888969;0.02935619;0.04287391;0.06885735;0.12362722;0.27029342;0.51116149;0.80420722;1.06400137;1.61664837;2.17188130;2.34575993;3.04139542;3.37272915;3.47531693;3.55405398;0.32200000;0.36800000;0.35200000;0.38406902;0.59336000;1.03164150;1.37674804;1.82689810;2.45407700;2.65064114;3.13064193;3.47805907;3.98768369;3.86426690;3.71065962;0.35488598;0.51906123;0.73531638;1.10387642;1.91586917;2.43105060;3.17328655;3.34662819;3.87502169;4.46817184;4.64488676;5.06549038;5.38955128;5.44818319;0.11000000;0.10900000;0.13401964;0.16406730;0.25141268;0.31078076;0.64160896;0.83020471;0.86587764;1.32133166;1.86598248;1.99323821;0.03954555;0.12170226;0.12170084;0.02896393;0.03798183;0.07579533;0.13599455;0.36850305;0.68926531;1.18197779;1.48744427;2.11091941;2.56270739;2.72651331;3.32347440;3.62261382;3.92219334;
20130711;0.02367377;0.03796793;0.11335174;0.11099889;0.21522263;0.37821561;0.59917306;0.99185881;1.49021175;1.68210051;2.21944441;2.51205928;2.56567807;0.04591268;0.04637009;0.07628716;0.13390268;0.29032672;0.52730471;0.82027816;1.07821124;1.61438117;2.16018401;2.33416195;3.03062135;3.35957671;3.46817057;3.54727012;0.31200000;0.36700000;0.34400000;0.37306075;0.57930301;1.01134400;1.35111994;1.80428334;2.42420261;2.61353213;3.09574853;3.44401415;3.95181455;3.83194151;3.69740663;0.46577092;0.64986637;0.86078055;1.18178782;1.98109553;2.50293096;3.22280855;3.38474759;3.90317325;4.49080537;4.66602055;5.08504354;5.41043344;5.48083574;0.10500000;0.10900000;0.12901529;0.15906227;0.24539557;0.29971540;0.61298410;0.80666224;0.84445069;1.29834676;1.85327317;1.98025126;0.04055965;0.12170226;0.12170084;0.02269216;0.03575045;0.07106037;0.12835221;0.34504463;0.64578049;1.12411158;1.42061397;2.03184440;2.50323658;2.67393366;3.28957117;3.59809083;3.90707872;
20130712;0.02466030;0.03809460;0.06789022;0.10602227;0.18818082;0.35010047;0.58316901;0.94972702;1.42566704;1.60709120;2.15855530;2.44390486;2.50990958;0.03622184;0.04519000;0.09267595;0.13843249;0.28410978;0.51678494;0.79798377;1.05567300;1.58020432;2.12315295;2.29976194;2.98687927;3.32114168;3.42210477;3.49780637;0.25500000;0.35500000;0.33300000;0.34702728;0.55422103;0.98098195;1.31329917;1.75117978;2.35756888;2.55244402;3.05026660;3.40029086;3.89281713;3.77571294;3.63630079;0.46564752;0.66059016;0.86377622;1.18746209;2.05608563;2.59223867;3.28003386;3.44645362;3.92582647;4.52104309;4.70158848;5.09140337;5.40222078;5.47504054;0.10500000;0.10900000;0.13001646;0.16206770;0.24739989;0.30071274;0.60270241;0.79736785;0.83621612;1.29215645;1.85181544;1.97728956;0.03650328;0.12170226;0.12170084;0.02845091;0.03883675;0.07115256;0.13239290;0.35785204;0.67023292;1.15277236;1.45119791;2.04622847;2.51279688;2.68173204;3.28864388;3.59278096;3.89737305;
20130715;0.02592612;0.03933172;0.07699122;0.11802715;0.20821955;0.36817217;0.60335781;0.96903491;1.45392935;1.62438509;2.18812348;2.47504040;2.52635606;0.03914826;0.03482750;0.08596148;0.14917150;0.30134027;0.53663979;0.82022038;1.07699232;1.60262045;2.13724337;2.31478786;3.01341519;3.35367091;3.45858172;3.53675644;0.30800000;0.36700000;0.34800000;0.36002426;0.57430309;0.99710198;1.32742021;1.77611582;2.38072387;2.57572929;3.06384048;3.42145609;3.91321265;3.78264722;3.64670082;0.50304680;0.65138065;0.85968155;1.17717231;2.02931158;2.55860308;3.24461656;3.42271941;3.88739247;4.52980649;4.69692576;5.07765394;5.36403554;5.45728591;0.10500000;0.10900000;0.13001646;0.16206770;0.24739989;0.30071274;0.60270241;0.79736785;0.83621612;1.29215645;1.85181544;1.97728956;0.08315608;0.12170226;0.12170084;0.02278973;0.03178841;0.06596598;0.12132167;0.34580646;0.64423587;1.11542031;1.40656768;2.00134342;2.46820248;2.63774661;3.24931852;3.55579629;3.86273619;
20130716;0.02750560;0.03940935;0.08561799;0.09200414;0.17815870;0.33501009;0.56596453;0.93757498;1.41875963;1.60348931;2.16314848;2.45228389;2.52190773;0.05104559;0.03409720;0.07891235;0.14664725;0.27507420;0.50872469;0.79425484;1.05486442;1.58384768;2.10948846;2.29750000;3.01391408;3.35920960;3.45894961;3.53565400;0.29200000;0.36600000;0.33900000;0.31896418;0.51803178;0.93737427;1.25800754;1.68799104;2.30331638;2.48383128;2.99705586;3.37146459;3.88432533;3.76644968;3.61013819;0.44709971;0.57829787;0.83396656;1.16383371;2.02825006;2.56713984;3.25819164;3.43641612;3.89357269;4.55080522;4.69336424;5.05071777;5.34717375;5.44802834;0.10400000;0.10900000;0.13101716;0.16206648;0.24739849;0.29566941;0.60068447;0.80369394;0.84147725;1.29531546;1.85635280;1.98442750;0.02027880;0.10141361;0.11155649;0.02189074;0.04021113;0.06570404;0.11786202;0.34636244;0.63669661;1.11351871;1.40787615;2.00595980;2.46652997;2.63425062;3.24483511;3.55081694;3.85725943;
20130717;0.02909167;0.04044208;0.07790551;0.09100683;0.16914050;0.32798393;0.55585309;0.92529852;1.40628542;1.59538852;2.15961142;2.44731385;2.52251594;0.04087856;0.03515864;0.07965712;0.13889560;0.27396083;0.50802022;0.79619877;1.05634179;1.58073996;2.11142682;2.30093086;3.01688188;3.37701929;3.48368467;3.56157481;0.36100000;0.38000000;0.35300000;0.31192820;0.51500671;0.91694660;1.23953130;1.71848418;2.33792495;2.54204881;3.03662988;3.40461280;3.91942768;3.78116417;3.61864024;0.44603005;0.54666511;0.79880277;1.12991854;2.02904925;2.60152559;3.28614724;3.47671972;3.93307420;4.59965739;4.72789169;5.04770730;5.36814285;5.47460345;0.11000000;0.10900000;0.13001597;0.15805904;0.24238001;0.29568932;0.59661202;0.80273166;0.83734829;1.29109820;1.84076325;1.95995443;0.02129279;0.09127002;0.10141262;0.02101297;0.03026444;0.06555831;0.11638878;0.32223963;0.59610888;1.05933771;1.34642865;1.94863225;2.42264814;2.59540434;3.22430875;3.53949268;3.85516543;
20130718;0.03168769;0.03758064;0.07412575;0.08200328;0.15411516;0.30788106;0.53565313;0.89662307;1.38254360;1.57038839;2.14594611;2.43852752;2.50479090;0.04742893;0.05325832;0.07423582;0.12890429;0.25868494;0.47775697;0.75813761;1.00923066;1.54352933;2.08837316;2.27921813;3.01785466;3.39625908;3.50633213;3.58627165;0.36100000;0.38000000;0.33600000;0.28692108;0.48591482;0.89073960;1.19762391;1.67618369;2.29705763;2.48803675;3.01210056;3.38914146;3.91471688;3.80674055;3.62350308;0.44155889;0.55930928;0.84397267;1.11017837;1.96637089;2.46410020;3.13073144;3.36649179;3.83505388;4.54337969;4.63107366;4.99449336;5.32902940;5.44983347;0.11000000;0.11200000;0.13001460;0.16106406;0.23131720;0.29066726;0.58027555;0.78629524;0.81776097;1.28995066;1.84588641;1.95791894;0.03244706;0.08112693;0.09126922;0.01507478;0.02818564;0.07094771;0.12235300;0.32737737;0.60315782;1.07278020;1.36469596;1.98441313;2.45953991;2.63321515;3.27140675;3.59125589;3.91160832;
20130719;0.03356453;0.03765642;0.08790830;0.09400329;0.16512118;0.32193265;0.54976532;0.90565198;1.38843977;1.57742348;2.15315147;2.44845858;2.51738549;0.05044437;0.05521976;0.08032903;0.14294814;0.27021086;0.48684675;0.76133341;1.01407481;1.55139050;2.10883981;2.29455993;3.04056834;3.41734164;3.52711595;3.61085983;0.33800000;0.37200000;0.36800000;0.33193291;0.53707126;0.94527860;1.24412532;1.70709498;2.33868073;2.52871810;3.04599784;3.40392703;3.94769329;3.82328223;3.65308878;0.45652037;0.58397840;0.85134597;1.11801379;1.94890987;2.46669430;3.10648571;3.34096047;3.82247149;4.55961639;4.63339332;4.99570251;5.32781314;5.44091306;0.10900000;0.11200000;0.13001476;0.16206628;0.23232054;0.29066332;0.57514786;0.78426477;0.82204977;1.29434938;1.85173297;1.96228514;0.03447514;0.07098433;0.08112630;0.01487759;0.02692088;0.07087229;0.12248404;0.32256658;0.58771779;1.04766597;1.33424995;1.94527434;2.41457425;2.58593190;3.21056292;3.52360028;3.83711987;
20130722;0.03057954;0.03875486;0.10400342;0.10400000;0.17813193;0.33598017;0.56183483;0.91780786;1.38347195;1.57017817;2.13631153;2.42772982;2.50456022;0.05053726;0.06213378;0.09847888;0.16473560;0.29715134;0.51110118;0.77828507;1.02284301;1.55301944;2.10996083;2.29596752;3.03639182;3.40872914;3.52236517;3.60564362;0.35300000;0.37800000;0.36200000;0.33094240;0.54111774;0.94629326;1.23476399;1.69551666;2.31666672;2.50543171;3.02376976;3.37851288;3.90841603;3.79533841;3.63156176;0.48162498;0.61441489;0.84315698;1.05286154;1.85118325;2.36677726;3.00329380;3.25673861;3.73730894;4.51452226;4.56969921;4.93745645;5.28085311;5.39093167;0.10500000;0.10900000;0.13001630;0.16206756;0.22327857;0.27455844;0.55276092;0.76382204;0.80581821;1.27998725;1.84054785;1.95631806;0.02940493;0.07098433;0.08112630;0.01439222;0.02678945;0.06750557;0.12599045;0.32671461;0.59635829;1.05390945;1.34033244;1.94041753;2.41428348;2.58692681;3.20459355;3.51413276;3.82414348;
20130723;0.01084985;0.03880696;0.12270729;0.14201562;0.22520364;0.38921883;0.61734626;0.96958594;1.42083728;1.60441765;2.16424929;2.45235360;2.51691461;0.04129611;0.07392361;0.11276278;0.18133202;0.33250123;0.54171570;0.81539133;1.06199464;1.57263953;2.13123267;2.31067905;3.03048071;3.39767209;3.51467355;3.60186020;0.35200000;0.37800000;0.36600000;0.35197233;0.57732000;0.99297398;1.26919547;1.74949619;2.35927514;2.56120045;3.06646443;3.43366027;3.97552851;3.84162458;3.68418022;0.44257915;0.61914807;0.84235743;1.09104451;1.91888390;2.42954695;3.06440438;3.30135817;3.79538241;4.53037592;4.59946365;4.95749660;5.28061287;5.38665901;0.10500000;0.10900000;0.13001630;0.16707836;0.22327018;0.27455017;0.54865617;0.75447669;0.79542589;1.28600373;1.85313400;1.97239130;0.02129279;0.07098433;0.08112630;0.01617262;0.02772125;0.06541183;0.12807115;0.33569861;0.60598257;1.06510074;1.35340119;1.96371780;2.43934271;2.61270511;3.23224549;3.54272573;3.85368028;
20130724;0.02170076;0.02554786;0.07869610;0.17409842;0.28241197;0.45062655;0.70561136;1.06375797;1.52942660;1.71256579;2.26270119;2.53249686;2.59594349;0.06616232;0.07137733;0.10133743;0.18588679;0.35686751;0.57794510;0.85600280;1.10134873;1.63431162;2.20285052;2.37348037;3.06741058;3.43336514;3.55989256;3.64771972;0.34800000;0.37800000;0.37200000;0.37801274;0.62259415;1.04265555;1.32948638;1.84144991;2.45987534;2.65173506;3.13805506;3.48835178;4.02189162;3.88841476;3.70732068;0.43470439;0.61991291;0.84301994;1.09618917;1.89348581;2.38166709;3.02547123;3.24855725;3.77393083;4.54209677;4.61475400;4.94673957;5.27063230;5.37148490;0.10400000;0.10900000;0.13001630;0.16808058;0.22829205;0.27957574;0.54144646;0.74929766;0.79130091;1.28733490;1.85704969;1.97210849;0.04157374;0.07098433;0.08112630;0.02358642;0.02547000;0.06565549;0.12118135;0.34747040;0.65346114;1.12705425;1.42501671;2.05344870;2.52355692;2.69504185;3.30802178;3.61520654;3.92285544;
20130725;0.01183625;0.02894430;0.07390604;0.15406242;0.26737483;0.44767767;0.70368816;1.08480058;1.55194468;1.73298867;2.28827089;2.56738576;2.62120652;0.04869107;0.07331096;0.09949775;0.17315600;0.34943459;0.57914599;0.85938863;1.10888423;1.64957806;2.21343118;2.38900849;3.04971756;3.40266732;3.53119546;3.62131079;0.34600000;0.37700000;0.33300000;0.35003341;0.60968162;1.03072518;1.31751012;1.81862456;2.43319365;2.62845708;3.11571135;3.45695638;3.97814119;3.86497393;3.66913138;0.29207185;0.45783538;0.74980615;1.11203491;1.92926993;2.42778467;3.03882263;3.26226952;3.78852991;4.56379645;4.63979248;4.98731017;5.30317428;5.41794539;0.10600000;0.10900000;0.13001646;0.17409449;0.24536697;0.29867902;0.56376195;0.77696550;0.82107787;1.31672116;1.87017470;1.98432595;0.04867256;0.07098433;0.08112630;0.01687972;0.02083265;0.06112210;0.11475393;0.32101230;0.61814621;1.09675248;1.38446412;2.02567859;2.50690914;2.68194134;3.29873057;3.60782870;3.91739678;
20130726;0.02466030;0.01347497;0.06549613;0.15006456;0.26638590;0.44668966;0.70167749;1.07337489;1.53924026;1.72468350;2.27978995;2.57061272;2.63665670;0.06264472;0.06835324;0.09674257;0.17123185;0.33786743;0.56939268;0.85586449;1.10888641;1.64570131;2.20826883;2.38916749;3.05678981;3.41712481;3.54958648;3.64052762;0.31600000;0.36800000;0.33300000;0.30595362;0.54126743;0.96899972;1.25551613;1.76136876;2.39758380;2.59260844;3.08399874;3.44433837;3.96711964;3.85054988;3.67977042;0.28356745;0.45333780;0.73156998;1.09573119;1.92752148;2.43354782;3.05727617;3.28341945;3.80161537;4.56646174;4.64137937;4.98790856;5.30361406;5.41710364;0.12000000;0.11100000;0.13001549;0.17208896;0.24235404;0.29263930;0.53415529;0.75756835;0.79956898;1.30026104;1.83814311;1.95159873;0.03346109;0.07098433;0.08112630;0.01779259;0.02182097;0.06126843;0.11287046;0.31384430;0.60821026;1.09083557;1.38096791;2.02311999;2.49794049;2.67132269;3.28292814;3.58942264;3.89637925;
20130729;0.02588650;0.03762844;0.07229085;0.16608059;0.27538976;0.47390950;0.71676860;1.08961985;1.55788583;1.72776719;2.28422922;2.56340661;2.62604036;0.05619274;0.07178652;0.10065261;0.17874235;0.34685954;0.58331222;0.86918282;1.12086577;1.65357039;2.21431823;2.39371236;3.06022931;3.41946995;3.55088572;3.63951141;0.33700000;0.37600000;0.33300000;0.31797322;0.56138684;0.98107419;1.25933037;1.75023338;2.39297392;2.58798023;3.08441130;3.43754091;3.95115340;3.84478743;3.67664296;0.30730537;0.48230669;0.77176747;1.16458618;1.99456583;2.50992219;3.13461095;3.36663139;3.87199115;4.64030559;4.70367813;5.04379554;5.36518998;5.43243664;0.10500000;0.11100000;0.13001516;0.17108637;0.24637658;0.29767247;0.54229050;0.76576337;0.80987044;1.31193299;1.84281555;1.94845185;0.04055965;0.07098433;0.08112630;0.01580486;0.02421573;0.06340194;0.11673601;0.31959536;0.62298068;1.11227372;1.40642215;2.06485634;2.53978483;2.71377774;3.33343895;3.64397952;3.95499436;
20130730;0.02414655;-0.00369394;0.06607562;0.16308240;0.27238915;0.47292452;0.71578373;1.10221512;1.56743897;1.73289443;2.28827614;2.56097369;2.61973266;0.05241320;0.06746999;0.09488637;0.17332883;0.34091036;0.57726886;0.86715797;1.12436127;1.65710762;2.20845722;2.38911605;3.05943937;3.42207151;3.55296359;3.64325137;0.32700000;0.36500000;0.35000000;0.32795949;0.55929691;0.97587455;1.24891281;1.74827000;2.38643621;2.58023251;3.07157522;3.43604416;3.94743700;3.82589401;3.66001463;0.33374137;0.52756732;0.82075984;1.17432389;1.98107821;2.48749170;3.10237756;3.33602508;3.83522785;4.60431001;4.67594326;5.02518863;5.35695336;5.43211640;0.09000000;0.09600000;0.11801590;0.16108662;0.24139340;0.29066839;0.54036129;0.76487381;0.80792167;1.30549278;1.83239014;1.93032976;0.04157374;0.09127002;0.09126922;0.02259081;0.04044451;0.07074004;0.11774042;0.31631233;0.62475714;1.11279826;1.40619261;2.07392747;2.54846976;2.72241823;3.34251558;3.65327519;3.96450972;
20130731;0.02515648;0.00705728;0.06342087;0.15507447;0.26236518;0.46489292;0.70771961;1.09513321;1.55917490;1.72347056;2.27865869;2.54732474;2.60073989;0.05685604;0.08838992;0.09466065;0.17335653;0.31973541;0.54178308;0.83447575;1.08724832;1.62888621;2.17071558;2.33905325;3.01267353;3.36825324;3.49060163;3.57810907;0.32300000;0.36500000;0.33900000;0.31696085;0.56238630;0.98105494;1.26554294;1.78756746;2.41637527;2.61504655;3.10798022;3.46300684;3.91327663;3.81107461;3.65322761;0.32394266;0.52195638;0.79280725;1.16265649;1.96090064;2.49486429;3.13948937;3.37164040;3.83279985;4.58578902;4.63903401;4.99297975;5.34001096;5.41866656;0.10700000;0.10400000;0.11901046;0.15807348;0.23837544;0.29168163;0.54138414;0.76694763;0.81315438;1.30752106;1.83821639;1.93467563;0.10040005;0.09127002;0.09126922;0.02845612;0.03617542;0.07106385;0.11884979;0.31276787;0.62093222;1.10355509;1.39368592;2.05231133;2.51813724;2.68916726;3.30155149;3.60843708;3.91578591;
20130801;0.03212647;0.03901218;0.06127636;0.15808066;0.26738288;0.48408799;0.73008701;1.11142088;1.57133125;1.72562038;2.28094021;2.54452274;2.59845678;0.06281101;0.08721702;0.09704043;0.16944859;0.32210136;0.54580105;0.83891308;1.09253408;1.63054593;2.16454678;2.33367514;3.00000524;3.35475061;3.47878627;3.56462394;0.32400000;0.36500000;0.34900000;0.32896306;0.57744598;1.00337744;1.29108275;1.83807072;2.48846371;2.70173572;3.14831086;3.46159089;3.95379569;3.81959119;3.68145832;0.29318846;0.49799818;0.75800417;1.11606972;1.91557000;2.46052906;3.09028108;3.33375600;3.78927859;4.53421519;4.59622259;4.93117516;5.27126819;5.36324460;0.11300000;0.10400000;0.11901032;0.15506710;0.23737542;0.29370581;0.54649459;0.76062792;0.81105191;1.30202450;1.83372965;1.93291579;0.10040005;0.09127002;0.09126922;0.02523794;0.04145074;0.07644336;0.12298461;0.32990012;0.67584562;1.19468666;1.50663495;2.19904321;2.65344400;2.82089217;3.42733027;3.73122895;4.03558163;
20130802;0.01775507;0.02899459;0.06256722;0.15107104;0.25634995;0.46694820;0.70263583;1.08373516;1.54650500;1.70738501;2.25631063;2.52617736;2.58143496;0.05526900;0.08845956;0.09811583;0.16666717;0.31515991;0.53970079;0.82640083;1.07577694;1.60514445;2.13882397;2.30459223;2.97231230;3.31664926;3.43652889;3.52203923;0.28600000;0.35600000;0.34700000;0.33998664;0.61473660;1.05324665;1.34221652;1.86075498;2.49441271;2.69471032;3.16088422;3.47583733;3.91872728;3.81328059;3.63581827;0.29855054;0.49851636;0.70549649;1.09030031;1.84752830;2.36252164;2.95862399;3.21457417;3.67002199;4.42756894;4.49047164;4.86641975;5.24527004;5.33635511;0.11500000;0.10400000;0.11901076;0.16308457;0.25043144;0.30979847;0.57498288;0.78930567;0.83341826;1.32044530;1.85032981;1.94823748;0.08619882;0.09127002;0.09126922;0.02535106;0.03825595;0.07680681;0.11777957;0.30297776;0.60466347;1.08507957;1.37454205;2.05030711;2.53426444;2.71162098;3.34087205;3.65622969;3.97207642;
